Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,threshold
Gm15854,3.504993280136358,4.6257289159558175,3.317887894228461,1.3941787858481822,0.16326362242450115,NA,NA
Fabp7,15.578554063833483,4.5994856527472505,1.5263812475840217,3.0133268867312033,0.0025840041827992957,0.2323076147289291,FALSE
H2bc3,2.8924519008430627,4.545156243534767,1.9723135623178942,2.3044795363031563,0.021195739779152872,NA,NA
Gm11205,1.5289988650748987,4.524730206084355,3.397617707098989,1.331736115169866,0.18294691724146253,NA,NA
Dynlt1b,40.49405188274188,4.507717614561751,2.3573379084381085,1.9122068153345104,0.055849672301181506,0.4863806948614823,FALSE
Gm6185,2.4909618251818135,4.499607894616587,3.353163639649062,1.3418992862178092,0.17962865323433092,NA,NA
Serpina3e-ps,5.648362665595063,4.495865670043706,2.8719003793711666,1.5654671388803967,0.11747341668477329,0.5779069784546208,FALSE
Tnnc2,1.7995035306458769,4.433028633379196,2.8198670505900134,1.5720700848118545,0.11593429837640906,NA,NA
Patl2,1.0697353491464925,4.429058990643701,4.5801237517308895,0.9670173189032066,0.333535375917975,NA,NA
Gm26873,2.47878311691284,4.384809323435175,2.357327441589844,1.860076477317018,0.06287470666005242,NA,NA
Cblif,2.8897426025741795,4.356553585750204,1.9762120751515169,2.2044969973256463,0.027489410888844826,NA,NA
Ptgds,6.9597554938709925,4.33784213477436,1.8027449120147574,2.40624289430187,0.01611754456747749,0.3878875035533847,FALSE
A230059L01Rik,0.8428930277263887,4.322318961880959,4.581500157501174,0.9434287489446302,0.34546164396124796,NA,NA
Sema5b,3.5857990581506742,4.32194732145664,1.70052928390488,2.5415306648129383,0.011036826429585976,NA,NA
BC035947,1.7500535977596214,4.3090976810679145,2.3878889932034553,1.8045636515485903,0.07114299031865146,NA,NA
Gm20756,2.0478454987632597,4.302758693887743,4.572234839321486,0.9410624880602736,0.3466728374668779,NA,NA
Snora78,5.622003164147329,4.301851797434622,1.9319790699455626,2.2266554872956443,0.025970307499479976,0.42015505134957243,FALSE
1700020L24Rik,4.781013361024347,4.289161439702137,1.5504783013534642,2.766347285194501,0.0056688129206411515,NA,NA
Apoc4,22.486170671459327,4.2560279671826535,1.0996517732476638,3.8703415669608616,1.0868297031347883e-4,0.05440980016665074,FALSE
2610528A11Rik,36.355751422064394,4.253630738143026,1.4684982687061137,2.896585463386946,0.0037724787296328955,0.24834214056515788,FALSE
Gm31520,7.225386412399198,4.253040445100106,1.6208695719501898,2.623925156410305,0.008692288354883436,0.33614566204199664,FALSE
Gm9008,43.77857652087247,4.236947524379762,1.6776623790435845,2.5255066676736204,0.011553158910967509,0.35390638188456763,FALSE
Prss46,3.8834560053652702,4.224485259970099,2.194476529847042,1.9250537440309519,0.05422263495727,NA,NA
Acan,1.1794960248197113,4.203831725379203,3.020959945972038,1.391554936365288,0.16405721298181677,NA,NA
Gm45930,3.7420858046078878,4.16574963757295,1.5754296518587103,2.644199080966992,0.008188447952372903,NA,NA
Rpph1,13.84304356287164,4.13230059832375,1.6280940115029874,2.538121612835481,0.011144924880908427,0.3500489950798648,FALSE
Pyy,28.24288679932012,4.125354409684783,1.4677015076526934,2.8107584465743956,0.004942487650143972,0.2725639951352115,FALSE
Hrh3,1.0679253186718272,4.113903854922476,3.5346758227021424,1.163870199496126,0.24447661801904114,NA,NA
Prss42,11.29272845054015,4.096294618939454,3.5198689424779395,1.1637633917289314,0.24451991160661551,0.6827362952705485,FALSE
Krt15,99.93514769483906,4.081410825040686,1.906490618253609,2.1407977495212416,0.03229035153752359,0.44236211763738864,FALSE
Gm38407,1.3879712600602527,4.062783685222215,2.2095522750294703,1.8387361689227408,0.06595400079900475,NA,NA
Zfp42,2.5116553839948677,4.043182151567432,4.585617188398033,0.8817094810698539,0.3779339325565894,NA,NA
9130409I23Rik,0.913729255385847,4.042879712784143,4.491161098919653,0.900185859232851,0.3680213501651901,NA,NA
