Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,threshold
A730046J19Rik,1.7989642510260115,4.151358594807488,2.9768324259841505,1.3945556889837476,0.16314986516493582,NA,NA
Dcaf12l1,12.285242853119438,4.148903706529125,1.614179598744617,2.5702862988454434,0.010161449857841228,0.030646272380194486,TRUE
Ston1,461.98818352531316,4.1484061317288035,0.8670671886097809,4.784411388441746,1.7148913024643997e-6,1.9303776439694014e-5,TRUE
Wfdc6a,3.2810133977429246,4.147969707029361,2.1530655176966813,1.9265413304592791,0.054036816333173567,0.11507785320594768,FALSE
Gpr173,5.957777811592953,4.141287056530784,1.8996189673639345,2.1800619638356054,0.0292528687420342,0.0712588808914789,FALSE
Dpp6,19.627531497501042,4.141092347352432,1.359072618210754,3.046998587024924,0.0023113879629091698,0.009102681481836296,TRUE
Prdx6b,7.9945392306242935,4.1400577936603895,1.778691923133424,2.3275856486530153,0.019934116228372913,0.05244318803335229,FALSE
Pcdhb21,5.280635610718835,4.140025540565129,1.9316717306077988,2.143234523219157,0.032094271455159674,0.07658589745882045,FALSE
Trgc4,6.7186421754047485,4.137659406216795,2.310948794997339,1.7904591461194879,0.07338012929359057,0.14556138471154603,FALSE
Ly6m,23.272469890258385,4.136851288067168,1.1822396176292878,3.499164827822875,4.667179710663336e-4,0.0024058719443085636,TRUE
Yipf7,1.7213330736688572,4.136716887869093,4.507385173919522,0.9177642309791546,0.35874231230958686,NA,NA
Wnt3,2.2549855553906974,4.1329215200914,2.155759554713837,1.9171532887581326,0.055218460367037814,NA,NA
Coch,6.603059256464415,4.132447211862937,1.7623231454157045,2.344886193325321,0.019032888147869232,0.050652041038684245,FALSE
Gm12295,2.864530864717452,4.132288047419829,3.6567642490764753,1.1300395010324902,0.2584595802578612,0.3798676967550826,FALSE
Gm17767,6.188972196427172,4.1290454902600295,1.7588884933674955,2.347531128795282,0.018898293942329617,0.050363275063041585,FALSE
Gm38103,3.5797482887039096,4.123829091120976,2.2166550948802626,1.8603837379327315,0.06283125378890102,0.12909294959501216,FALSE
Gm10129,2.9874419770383542,4.120878297649375,2.0372670009794005,2.0227482679826916,0.04309910769916796,0.09637765251157622,FALSE
Gm9870,3.578218743198619,4.113882698295335,1.850139933021615,2.223552189145291,0.02617858835414987,0.06516797526458584,FALSE
Gm7357,2.165960141111338,4.107716994948001,2.4257010974460735,1.6934143284483223,0.09037662942006375,NA,NA
Acp7,11.356274440497833,4.10767374365183,2.429519785427781,1.6907348391602277,0.0908874571946371,0.17244052689360878,FALSE
Pcdh20,7.795807549851236,4.107327615906399,2.0056895897946854,2.047838128494674,0.040575862966519716,0.09188469613708658,FALSE
Pex5l,4.068509733535601,4.101837280563808,2.2564856714554713,1.8177989483611718,0.06909486744467971,0.1390665848239669,FALSE
Cdh3,288.15818566058874,4.099019370564957,0.8443696322015801,4.85453196590848,1.2067140452379138e-6,1.419598698556851e-5,TRUE
Zfp872,6.075211205787797,4.0989062446979645,1.942672470604963,2.1099317083654014,0.03486423858786638,0.08167141438402627,FALSE
Gm39327,5.316991218578964,4.098835993695031,1.9554857899228708,2.0960704571812303,0.036075941254032726,0.08387884450308343,FALSE
Rasal1,11.156713148180637,4.097927707915087,1.8749451068436334,2.185625431356613,0.028843020460425854,0.07040264382204085,FALSE
Cfap44,85.7834612820171,4.095252895289573,1.184963580794678,3.456015831763499,5.482231203690458e-4,0.002754671353129732,TRUE
Gpr143,1.9417219873209421,4.09326326170921,2.5369270130805974,1.6134730091185199,0.10664178260354566,NA,NA
Gm17110,2.6400241532116633,4.093252872264062,1.996424102008776,2.0502922541084754,0.04033592001759295,0.09156690215658889,FALSE
Ccdc184,5.457780246625234,4.092796098702881,1.9661104282035602,2.081671527698716,0.03737248303693616,0.08612579503737049,FALSE
4931428L18Rik,4.188874204942016,4.092016875065516,1.800805769751668,2.272325502172179,0.02306685760548357,0.05897560721220923,FALSE
Rgs9bp,5.349563205260415,4.091518751266852,1.8937130813008114,2.1605800750218958,0.030727791930373418,0.07406712818195992,FALSE
Sema3g,1250.9066032148123,4.091484960180259,0.5411761117142645,7.560357657361864,4.0196254902067444e-14,3.677671568172569e-12,TRUE
Gm14022,3.2011025636208856,4.089139980554125,2.0754041049938823,1.9702861581100028,0.048805583915326634,0.1060787882780208,FALSE
Bnip5,5.482744111929715,4.0891229544674434,2.0762768966288463,1.9694497208473307,0.048901470913871155,0.10625131074758386,FALSE
Syt1,2.8239050807855506,4.0889482102811865,2.77886524101394,1.4714453043391298,0.1411707290279852,0.24094252708737107,FALSE
Erbb4,2.0731760012563925,4.088728190130871,2.8349500326973813,1.442257585838489,0.14922972066585558,NA,NA
Adamts3,6.921949094647308,4.088018697267268,1.8885656817309413,2.1646155793323776,0.03041713691593929,0.07349514716980227,FALSE
Gm49741,3.2820992353564304,4.086922729443239,1.9200455210968201,2.1285551225413637,0.03329108479938834,0.07875109259083414,FALSE
Myh4,1.1019574069465496,4.0849616465194165,5.147399934153097,0.793597097325898,0.4274300228259009,NA,NA
Cntn1,8.951934849745761,4.0834336237782685,2.10612955592548,1.938833065748378,0.05252166841120283,0.11249648382095537,FALSE
Rxfp4,2.689739250346745,4.082273966532259,2.5955112717789213,1.5728207428412881,0.11576033120929902,0.20728626231291322,FALSE
Gm38248,2.3493803084298115,4.081083012666,2.4537587786495636,1.6631965000700033,0.09627310801238913,NA,NA
Cplane2,5.554856459578981,4.0810102507772275,1.7267852169206754,2.363357185820001,0.018110205310316704,0.04869324700775264,TRUE
Obscn,82.4309778079823,4.080769854581637,1.9539838605134574,2.088435803921796,0.03675854059502893,0.08507530391520711,FALSE
Gm1070,3.491758042919056,4.078084502786523,2.091530856857301,1.9498084330987038,0.05119895605466767,0.11021363142677959,FALSE
Dmrta1,5.35380910413164,4.073382616883525,1.8579880099144155,2.1923621654970518,0.028353366259215584,0.06947103146121397,FALSE
Hcn1,4.227965397851696,4.070476190508104,2.294153051243468,1.7742827525399145,0.07601639200323765,0.14985128222230792,FALSE
Myo16,7.41126845383081,4.069109742906693,1.970708871859861,2.0647949583067846,0.03894240510858251,0.08916891597926525,FALSE
Gm29156,3.0741780165528882,4.066734037412534,2.347445440232348,1.732408331079257,0.0832008857037726,0.1607961856553539,FALSE
Gm21955,2.463840212846177,4.06236569972949,2.6932808000779946,1.5083335163611042,0.1314691892512273,NA,NA
Ttll9,21.249205540587855,4.0582713357186755,1.5865536214007634,2.557916279019703,0.01053014404788988,0.031531631897706545,TRUE
Ighv2-6,37.730522919071454,4.057079334166873,3.518014300022808,1.1532299155636092,NA,NA,NA
Shox2,3.955988791734442,4.056013163214954,3.2743153764732558,1.2387362538008357,0.21544318802787854,0.3311937207260866,FALSE
Hand2os1,2.2865849793409825,4.055559908582289,3.376095673037103,1.20125739947824,0.22965136992052423,NA,NA
Gm50323,7.327778227984488,4.0550132790863245,1.784902329867826,2.271840431395819,0.02309614985604601,0.05899327506892938,FALSE
Colec11,5.970717249618251,4.04044796807647,2.1222145219647395,1.903882913936446,0.05692543482109898,0.11956756818858838,FALSE
Gm26935,3.941102162453126,4.0375249702238465,1.8522871464882926,2.179751113577878,0.02927591546787804,0.07129702890215538,FALSE
Tmem100,854.6934253865232,4.03677087150755,0.8111349158530866,4.976694742898595,6.467920048977963e-7,8.193123132908108e-6,TRUE
Pla2g3,2.3575403761781684,4.035831003187163,1.959611026799306,2.059506171374741,0.039445774434535966,NA,NA
Zfp169,67.24971989288284,4.033402097791844,0.7245351323161628,5.566882705739936,2.593368336871723e-8,4.947131990445515e-7,TRUE
Adgrg2,146.24324670321556,4.031929484449201,0.9291408719135479,4.339416773417274,1.428613578118321e-5,1.2149508865891711e-4,TRUE
Myrip,483.42762266370215,4.030055305620081,0.9088675627550927,4.434150222507212,9.243615859895834e-6,8.288342042512265e-5,TRUE
Gm45894,3.84017883419225,4.029770819504097,1.8589318661360652,2.1677883374393327,0.030174794592156464,0.07305297336362937,FALSE
Gm2237,1.8762696741789404,4.025899737303037,2.8270145835977143,1.4240817011207625,0.15442282284774167,NA,NA
Adgrf3,3.0706471196692164,4.022827218681095,2.0768729073223726,1.9369635977714021,0.05274979330107101,0.11288490851093846,FALSE
Gm3555,5.7218025834260615,4.022662441462373,1.8739899066333008,2.146576364805107,0.03182702321951015,0.07611752765766149,FALSE
Tafa3,4.184136967348482,4.022524971072069,2.1717434807763287,1.8522099901200786,0.0639956747851278,0.1309002438786705,FALSE
Scd3,5.0262661877351675,4.022218932598018,1.7326396492350222,2.3214399684169,0.020263110517340758,0.05317104098644329,FALSE
Gm50341,3.4089293107604677,4.020316566689354,2.178765006634323,1.8452272523413586,0.06500448775348619,0.13250043671006767,FALSE
I730030J21Rik,2.3969002534204784,4.01884745923137,2.254370184076098,1.782691896663104,0.07463647115879901,NA,NA
Gm47732,1.9707256818135659,4.018135385530803,2.4495921668868665,1.6403283125441097,0.10093692186037982,NA,NA
Tceal3,7.5718641999933265,4.017073848254016,1.7556924634639248,2.288028189360942,0.022135879555690494,0.057076686900307864,FALSE
Clca2,16.42878640017081,4.016961528336705,1.8607252441415476,2.158814978720808,0.03086452394993553,0.07431661730131557,FALSE
Fer1l4,407.0969054692919,4.016244469132599,0.8024675880885022,5.004868145141405,5.590028140584907e-7,7.241517040685124e-6,TRUE
Spta1,5.789108039497424,4.01492634986648,1.954361867540655,2.054341325702805,0.03994266762096229,0.09087721843520058,FALSE
Mpl,5.686086630307689,4.014797520993628,2.0682361611362627,1.941169773759274,0.05223768810066717,0.11201840966755358,FALSE
Pcdhb19,9.424611856678467,4.006633256781041,1.8614655956201518,2.1524079017137145,0.03136524190815558,0.07527424105382192,FALSE
Gria1,23.184629961004,4.005270189740168,1.5782192602849803,2.5378414080543745,0.011153851647883102,0.033025323015702955,TRUE
Pappa2,73.8254002797888,4.004409975363583,1.4186242260425737,2.8227418521777086,0.004761489368140885,0.01646436544007877,TRUE
1110002E22Rik,3.9455714055189524,4.002082961871589,2.179283292426624,1.8364216234665316,0.06629532394747747,0.13466601846381712,FALSE
Mpig6b,25.942860966637443,4.001658750292772,1.0423991499819922,3.838892952245694,1.2359029578979703e-4,7.778967869150498e-4,TRUE
Gm26707,3.1152879213119347,4.000398344708057,1.918189453393343,2.0855074234879227,0.03702326502137249,0.08549451330593251,FALSE
Tmem45b,10.729760733618972,3.9978627094426704,2.7224405768409183,1.46848483799846,0.14197257176366307,0.24211841854218333,FALSE
Slc17a7,16.72164345674408,3.9966771632869387,1.864916152363217,2.1430867860854548,0.0321061303051771,0.07659928429206393,FALSE
Gm45053,7.650405374043019,3.9947441089347913,1.6951598622279695,2.3565589287162862,0.018445140811839802,0.049394290938072884,TRUE
F2,5.893160510429351,3.9939304567111513,1.9634017728602242,2.0341890854529048,0.04193253458523517,0.09428227115862625,FALSE
Gm12263,4.613606995230448,3.993145240825906,1.7344063241819416,2.302312431148066,0.021317559284755667,0.0553871712490115,FALSE
Lpar4,4.625034498675697,3.992651239903299,2.3107749653587213,1.7278407892408016,0.08401677226851241,0.16203234651784537,FALSE
Lrrc31,6.638186192556104,3.9915562636378055,1.7832157251632264,2.2384034681347593,0.02519475607985522,0.06324899429409687,FALSE
Gm13017,1.8220440781294542,3.9904918053189187,3.370851710058017,1.18382300633754,0.23648313314115313,NA,NA
Rnf165,5.1307108477572845,3.9901662814866343,2.1456854302911617,1.8596231419370655,0.06293886282675591,0.12927276804665633,FALSE
Gm43263,2.4601107662192208,3.9878303967816806,2.179786378477431,1.8294592700258814,0.06733083557208637,NA,NA
Trpc4,2.3480236397563075,3.9845034572230764,2.778209199054794,1.4341984968513852,0.1515156259024357,NA,NA
Scrn1,166.8775194966069,3.9835084223138164,0.7911782238645179,5.034906550961843,4.780820010852155e-7,6.325821131562773e-6,TRUE
Gm45242,2.1235824801037784,3.982501230551541,2.095733881530555,1.900289567129126,0.057395129717872584,NA,NA
Gm25262,2.2519281743049144,3.977299118843603,3.0657763567896477,1.2973220013375222,0.19452041734775824,NA,NA
Cd300ld3,2.5468859322850625,3.976553974471187,2.636960908582792,1.5080064181187827,0.13155288438936186,0.2286923397691698,FALSE
Scg2,12.804116978253017,3.9717396255826727,2.1407099477394893,1.8553375854476144,0.06354803415994273,0.13020534912520634,FALSE
Pitx2,2.9172537780369865,3.9708863842035615,3.409671705752027,1.1645949307978185,0.24418299670486793,0.3640417041631522,FALSE
Plagl1,183.97821367824963,3.9700358873100794,0.8206796070627876,4.8374979140993135,1.3148376438372668e-6,1.529092814113159e-5,TRUE
Efnb3,5.408321771458512,3.9695139269309587,1.8218123273516826,2.1788819118933778,0.029340441821291825,0.07144516011100387,FALSE
Nhs,29.78380853994725,3.9681149889776632,1.3354880483764031,2.9712845381146105,0.002965568820124562,0.011118723261313784,TRUE
Stxbp3-ps,4.465591907444423,3.9660484187301543,1.8159140718610796,2.1840507104311726,0.028958521979795957,0.07063098759569943,FALSE
Siglec15,2.9018149601326337,3.962684107591074,2.385030479979491,1.6614815369676743,0.09661677399397295,0.18042047029925012,FALSE
Gm7889,4.5672620182230235,3.961506978031787,1.9429867324781211,2.0388749505145656,0.04146250952196714,0.09346063458487547,FALSE
Gm43966,3.5365454292755714,3.9614702806266875,1.8777727735103003,2.1096643515717464,0.034887277137091076,0.08171546774224014,FALSE
Abca6,12.064764592022682,3.960577230862103,1.6968878464549388,2.334024160250992,0.019594456870609123,0.051747057440097007,FALSE
Abat,56.10740219360601,3.9582000304600125,0.9510098297411212,4.162102122054293,3.153312631655147e-5,2.4369375642154767e-4,TRUE
Gm39929,2.1619182849113208,3.956041549282352,2.5836047173173053,1.531210065830086,0.1257174838524977,NA,NA
Cyp2a21-ps,1.731499447433889,3.955449930879277,2.574551783354486,1.536364487384893,0.12444901145445514,NA,NA
Gm4759,6.264676571573192,3.9520816915358656,2.17065126542205,1.820689373042815,0.06865408849045024,0.1383906419868583,FALSE
Gm16401,2.7281389209953795,3.9488572875187966,1.9803930588831489,1.9939765340047049,0.04615461902516609,0.1017256445120255,FALSE
Gm5790,2.9280023567384714,3.9475366494334523,2.184441359252625,1.8071149553696624,0.07074435728621284,0.1415987369010201,FALSE
Ptprb,4033.9419620510016,3.9467336226695773,0.6864836422951915,5.749202718762614,8.966525897778896e-9,1.9625712296669115e-7,TRUE
Gm13991,4.828722869724748,3.944565318244232,1.7551078290023392,2.2474774786267417,0.024609528317552434,0.062062304921012376,FALSE
Igkv3-4,269.3450326963774,3.9395258153757564,2.3823607966084603,1.6536226674750873,0.09820420410165745,0.18251970349306798,FALSE
Dnah5,228.05844863103388,3.9390951555709752,1.1243304522507411,3.503503038350955,4.591814171112116e-4,0.0023765408196600372,TRUE
Trbv13-3,3.717673776084642,3.9385588757829995,2.2277628408868684,1.7679435187163217,0.07707034649114412,0.15151151110097122,FALSE
Gm8492,3.2797002129007002,3.93591620706388,1.9302369646043909,2.0390844643629342,0.041441598437646956,0.09342871164764388,FALSE
Gm10010,2.318431876812973,3.9334707675874503,2.1557795190988993,1.8246164474331834,0.06805892965421814,NA,NA
Pnmt,2.919422288988757,3.9320085642067837,1.9904187355563732,1.9754680228669002,0.048215059998009624,0.10513856695601217,FALSE
Rab42,5.02746795660765,3.930774103590035,1.818772514294724,2.1612236124616686,0.030678070276574262,0.07399575686059247,FALSE
Catsper3,3.6408525652024557,3.9302610171898253,2.07831872574331,1.8910771329282852,0.05861404853721747,0.1222762272542666,FALSE
Map7d2,3.200108670107466,3.930030773449966,1.9879806944697502,1.9768958443020568,0.04805340466956072,0.10482157933851635,FALSE
Ctdsp2-ps,30.23148418850713,3.929563184525524,1.2162301601349368,3.230937131249526,0.0012338507554032192,0.005390244135111824,TRUE
C1ql4,2.965348877787046,3.929342216194092,2.7995395415055535,1.403567321674959,0.16044773178164085,0.2655103259081585,FALSE
Bmp8b,5.617731624852424,3.9268900693982847,1.8164270651710648,2.1618759952954476,0.03062773573799529,0.07389931738807637,FALSE
Ryr2,162.90014946227356,3.926522399389137,1.99630670288235,1.966893360484069,0.049195506151443455,0.10674600946989052,FALSE
A930029G22Rik,2.0445083032472864,3.9259749648743676,2.734790684593211,1.4355668925566567,0.15112562117105904,NA,NA
Gm36279,2.4651289564863452,3.9259276683788094,2.0702076728416805,1.8963931589480905,0.05790807581079802,NA,NA
Gm16581,2.246437964027259,3.9258855897211182,2.0521706150826295,1.9130405439330611,0.05574286225554288,NA,NA
Ighv1-74,38.6466908170505,3.9224412596109386,2.885596630138096,1.3593172443590018,0.17404608195472332,0.28126231476108604,FALSE
Efcab5,9.851524353694305,3.9213134947016828,1.6316768973178277,2.403241414490571,0.01625045543633093,0.04460614847125958,TRUE
Col4a6,482.97945102348706,3.9193686722487184,0.7437799480280817,5.2695272071259724,1.367755974526966e-7,2.1123623270594466e-6,TRUE
Hhipl2,2.0605935672591307,3.9162889182611575,2.0222636239046468,1.9365867397147116,0.05279588017806642,NA,NA
Ighv1-15,35.98214721872002,3.9150635816935853,1.6657083138493944,2.350389650542122,0.018753767479033776,0.05004756386554582,FALSE
Slc14a1,9.60002480102197,3.9109965137950846,2.125136705454898,1.840350554275478,0.06571678777015645,0.1336982387925883,FALSE
4933416M07Rik,2.3205834811792445,3.910300048664649,2.228135062111725,1.7549654485301462,0.07926521793972788,NA,NA
Cnr1,6.184459575321646,3.9099312753911106,1.953617673258302,2.001379967488731,0.045351457828666265,0.10037948789066753,FALSE
4833413G10Rik,49.35785296526179,3.90804257218207,0.8068158193782293,4.843785258442,1.2738861025522057e-6,1.4895439860551383e-5,TRUE
Ighd,145.6251913460508,3.9075329935105487,1.3459101315687212,2.9032644170351376,0.0036929469484831886,0.013300809858296259,TRUE
Gm5124,4.259758652459917,3.9068103049230696,2.0136718743569126,1.9401424604844077,0.052362379002398,0.11223001295007143,FALSE
Gm11205,1.5289988650748987,3.900911586457606,3.8389096961781792,1.0161509113749543,0.30955752820615484,NA,NA
Gm6430,3.5835626573862362,3.8984740640563094,2.0666549900299946,1.8863690760496643,0.059245236743830663,0.12327325882082896,FALSE
Gm9134,4.772691018479525,3.898402436815914,1.8223032728822128,2.1392720382102355,0.03241364289753572,0.07719533384368704,FALSE
Prox1,47.116516586549665,3.8955656268934296,0.9895228894062228,3.9368120420448474,8.257122981309246e-5,5.536775239811567e-4,TRUE
Zfp109,55.53668727223196,3.8952693349498353,0.7988837517572956,4.875890048309851,1.0831893355098262e-6,1.2894795835081662e-5,TRUE
Themis3,7.980197426687831,3.8931122605787896,1.720113040933667,2.263288614139936,0.023617903703406596,0.06010329963014294,FALSE
Ddx4,1.3424315986901203,3.8895004725331317,3.203938801480759,1.2139746460623804,0.22475740607428832,NA,NA
4930415O20Rik,7.271194242743982,3.8892843202589678,1.7440349463775782,2.2300495344644027,0.02574415457266461,0.0643187400058613,FALSE
Zfp174,39.05790214561365,3.888417413094744,0.7761426752679544,5.009926057412462,5.44509523748256e-7,7.083393770862588e-6,TRUE
Cux2,91.15443939065322,3.887628540378311,0.7941646782927906,4.895242317670832,9.818466946803926e-7,1.1809688748165097e-5,TRUE
Mfrp,7.649280674905105,3.887216857329923,2.344245219796904,1.6581954927337745,0.097278014251159,0.18130450522481412,FALSE
Gm42568,3.840733225295388,3.8864274636161853,1.9035367945192496,2.041687596901812,0.0411825298652614,0.09301845548717344,FALSE
U90926,6.653015946967891,3.8862194020825225,2.263261306711359,1.7170882524958682,0.08596304828714448,0.16487994507534268,FALSE
Exph5,525.0661723957679,3.882447004053192,0.5206633272865138,7.4567322117479105,8.869471157941181e-14,7.412343753422273e-12,TRUE
AA388235,2.838122834492062,3.878974295336644,2.3293762446582624,1.6652416303428559,0.09586455847365045,0.17951938125267455,FALSE
Grm1,1.3296919991247675,3.8789415881855325,3.356298850748135,1.155719964365181,0.2477957193531662,NA,NA
Tdh,5.086054673407863,3.877838144186543,4.218291592231119,0.9192911536339513,NA,NA,NA
1700023B13Rik,2.8599430357520377,3.8740648078922075,2.138836782937897,1.8112952043824535,0.07009516763923963,0.14063198933315438,FALSE
Slc10a5,78.34164485860529,3.8717489157929426,0.9182889497737894,4.216264299757398,2.4838263537345357e-5,1.9627616765798285e-4,TRUE
Gm45515,4.907603389600295,3.8704721545260155,1.9725163990354135,1.9622002414878412,0.04973917584227989,0.10762326716377642,FALSE
Myt1l,1.5601068204598645,3.8701180891429696,4.728103526652752,0.8185349722836567,0.41305178105999985,NA,NA
Bfsp2,6.299523095552589,3.868896797060523,2.4222350208782397,1.597242531675461,0.11021165542625207,0.1997405189639313,FALSE
Prrt3,2.3015412466764147,3.867800860658462,2.2831609915476383,1.6940552483934466,0.09025478506268049,NA,NA
Gm49204,3.9119555555158243,3.865760019519097,2.095268526322963,1.8449950309248486,0.06503826145332452,0.13255528266009606,FALSE
Kcna5,3.7239436795202616,3.8625590692324265,2.1529307569925273,1.7940934963594062,0.0727982469421679,0.14480618573950454,FALSE
Gm36640,3.647617362714655,3.8613591512093057,2.786809708036203,1.385584074891971,0.16587394375513803,0.27211051021354005,FALSE
D930019O06Rik,2.3544612077840728,3.858217305974371,2.3547662917198364,1.638471435378187,0.10132338802806118,NA,NA
Mm2pr,2.2877972101813038,3.85754326638362,2.0812810562368402,1.8534465851327335,0.06381837546213169,NA,NA
Trim66,2.0518106986466647,3.85586649918081,2.1232074052763994,1.8160573901534847,0.06936156905395092,NA,NA
Fan1,179.29317110898927,3.8534578955544556,0.5507101008563684,6.9972529822173755,2.61029713130619e-12,1.517824883128494e-10,TRUE
Dlgap1,5.854501540783138,3.8503846956024503,1.8020508978868588,2.1366681152666285,0.03262499512010713,0.07756472054109213,FALSE
Mroh8,3.427551498859494,3.8499663327677096,2.0310973180330922,1.8955105196515172,0.05802479940097202,0.12126975776071937,FALSE
Magee2,3.098119158765555,3.849445234581389,2.1458366931577353,1.7939134170162248,0.07282698958975024,0.14480636873314742,FALSE
Pcdhb11,9.051475237352868,3.8476258184655396,1.7690441480011994,2.174974447535908,0.029632031270451588,0.07199173970250036,FALSE
Kcnk3,161.3071200097789,3.8470953993880097,0.6516707783402017,5.903433953547095,3.5601218816944592e-9,8.655938655681553e-8,TRUE
Gm32950,1.8854987947846717,3.8468900133446735,2.172915499997011,1.7703817812289364,0.07666356266136444,NA,NA
Pcyt1b,136.83095734556335,3.840860488202665,0.7984810045633917,4.810208967091011,1.5077258575703e-6,1.7192349486352416e-5,TRUE
Gm43858,7.573168415108772,3.838331066207896,2.05977833525902,1.8634680249344502,0.062396447150433076,0.1283478180273498,FALSE
Gm10300,1.5585759923810616,3.8380032685744294,2.6767954223855654,1.4338052271301305,0.1516278529101013,NA,NA
Gm12963,6.411858811448342,3.8373636666458117,1.9185136224325952,2.0001753554296866,0.0454813319981964,0.10060927171137637,FALSE
Shisa9,4.043073446500659,3.8326726978699273,2.0002544898844254,1.916092535850965,0.05535331822280155,0.1171662472927033,FALSE
Acsm1,1248.2056518269103,3.8308221909075777,0.9956471674812799,3.847570018803478,1.1929518857706114e-4,7.555753331627839e-4,TRUE
Gabrr2,1.7717594499694918,3.830336500656676,1.9873603623156442,1.9273487452439788,0.05393618258691046,NA,NA
Fbn2,4.670965500423114,3.8298616237497263,2.6425348841874543,1.4493135536893242,0.14725003769799763,0.24874536032200248,FALSE
Jcad,4529.462941131244,3.8292141606970675,0.7151766887604676,5.354221160834812,8.59257126843172e-8,1.406951555021835e-6,TRUE
Rptn,20.753002729994886,3.8282020869139903,1.6245539105229567,2.3564635572368675,0.01844987786670351,0.04940012374711668,TRUE
Mcc,119.95454679904581,3.826490239738116,0.808693574321327,4.731693636801045,2.226542812808615e-6,2.4229655581324868e-5,TRUE
Hoxd9,5.4405221711199685,3.82494429308163,2.328540977242477,1.6426355947625346,0.10045835156726306,0.18581474341343426,FALSE
Gm16485,2.5770822977335284,3.824411549180554,2.573611894712741,1.4860094317396773,0.1372766262592717,0.23606775000052457,FALSE
Igf2bp1,4.114293807492217,3.8210955013457126,1.936724430641782,1.9729680902922764,0.048499197980712797,0.10561043559430665,FALSE
Gm6264,3.7971272502664077,3.8206984172894134,2.782745915946716,1.3729957864261482,0.16975365660952918,0.27652971232448886,FALSE
Gm44117,1.8924122063151778,3.8204721913661865,2.543256622024804,1.5021968912930745,0.13304626745105247,NA,NA
Pcare,2.316259400083305,3.820235103803507,2.1659375465213038,1.7637789741163858,0.07776919878983773,NA,NA
Ighv10-3,97.41856893324042,3.8149160782026916,2.3097877323420737,1.6516305913247062,0.09860987985807693,0.1831867380670801,FALSE
Ptprh,3.240630096609589,3.8135974931821606,2.6699143804505447,1.4283594714144432,0.15318841822139545,0.25623902548798966,FALSE
Iqch,4.91022662304285,3.8120636989911643,2.4165081115959866,1.5775091673387684,0.11467841440800576,0.2058038069740965,FALSE
Gm9403,9.261866960972048,3.810372724464445,1.739551282042301,2.190434259570042,0.028492757666287016,0.06972400643271275,FALSE
Tespa1,16.37703018410261,3.8087997542154874,1.8886434651414599,2.0166854276702817,0.04372835161085498,0.0975249339010577,FALSE
4732419C18Rik,1.5603021155846617,3.8070248504519246,3.9705133403146906,0.9588243443982968,0.33764724298311233,NA,NA
Cers1,3.3341033055234313,3.8065782591292643,2.086148413613293,1.8246919702784317,0.0680475256749453,0.13734004005800513,FALSE
Pcdhb6,5.410559155911831,3.8054587981703127,1.910190668422719,1.9921879323766947,0.046350441797924545,0.1020140723627451,FALSE
Patl2,1.0697353491464925,3.8052346567438646,5.15021042051781,0.7388503276651132,0.4599978875352009,NA,NA
Apol8,1.6081335021911332,3.8048945248497197,2.9844675906114677,1.2748989256305376,0.20234501941797983,NA,NA
Ppp1r18os,9.407534471031905,3.8021459242686033,1.665061156237209,2.28348725212045,0.022401682921325612,0.05760049131542234,FALSE
1500032F14Rik,1.8459458121023284,3.8015761818196934,2.5735598340645995,1.4771664258590806,0.13963103115310016,NA,NA
Gm45718,4.463832015924437,3.80066585189113,1.8504360981520358,2.053929803729358,0.039982486240403986,0.09093566174257763,FALSE
Gzmk,9.102903454126828,3.8005760873624865,1.9092095371749138,1.9906542542136345,0.04651891119441376,0.1022885888734628,FALSE
Rimklb,5.363266054092508,3.8003615297092166,2.1961020126588906,1.730503186010015,0.08354041249718706,0.16133930204663827,FALSE
Lrrc4b,6.623377380139738,3.800266601280173,2.285216900094784,1.6629785125090528,0.09631673677498259,0.18005008670985614,FALSE
Gm38560,12.948781120594521,3.7998421981894874,1.3536115153486643,2.807188144532533,0.004997604324826038,0.0171395898899923,TRUE
Nfyc-ps,6.991606567158921,3.799730246076204,1.6188307535729678,2.347206610505583,0.018914762949467562,0.050386297604453054,FALSE
Gm49502,3.498639586829707,3.799167074009231,2.171967125493599,1.7491825863367227,0.08025946316162316,0.1564743421869456,FALSE
Gpc2,2.0492254333783797,3.7980712297742154,2.7409834978184726,1.3856600132022212,0.16585074367514735,NA,NA
Trbv13-1,4.536858152922276,3.7950718154741447,2.300642406665305,1.6495704871297054,0.09903081540335372,0.18384362836443346,FALSE
Gm42470,1.5522896321727668,3.794813999948123,2.657702493715153,1.4278550774294614,0.1533335759803347,NA,NA
Slc16a14,4.177999726990862,3.793459268950066,2.678161658452437,1.4164414821553748,0.15664628584699428,0.2604251247223755,FALSE
Tspan18,214.63916183989755,3.7909539599732196,0.9573576686897395,3.9598094671990265,7.500958490811967e-5,5.109597871034758e-4,TRUE
Trim71,2.973987349563695,3.790001687577427,2.290018785525112,1.655008994482271,0.09792267341863009,0.18218939960935368,FALSE
Ankrd34b,2.862131179611576,3.7848055060753296,2.574857247146081,1.4699088698102896,0.1415864369838673,0.24154526033700585,FALSE
Gm14410,22.779398946223115,3.784280838146678,1.4968491614042827,2.528164450849824,0.011466063088310486,0.03375817675860295,TRUE
Rsph4a,134.04785331051542,3.7829672064602864,1.1503674090694989,3.288486075522799,0.0010072776699608598,0.004559318972706776,TRUE
